AP,Layer,Component_Changes,LCC_Changes
79366,2,2,0.0011806375442738881
36,2,4,0.001967729240456517
474344,2,1,0.0007870916961826291
30845,2,5,0.0023612750885477762
29887,2,1,0.0007870916961826291
55902,2,2,0.0011806375442738881
57600,2,1,0.0007870916961826291
6449,2,1,0.0007870916961826291
51156,2,3,0.0015741833923652582
78989,2,8,0.0035419126328217754
7267,2,7,0.0031483667847304053
26137,2,1,0.0007870916961826291
7915,2,6,0.0027548209366391463
7035,2,8,0.0035419126328217754
25913,2,1,0.0007870916961826291
9652,2,4,0.001967729240456517
8031,2,12,0.0051160960251869225
2946,2,2,0.0011806375442738881
5728,2,1,0.0015741833923652582
763,2,1,0.0007870916961826291
23203,2,1,0.0011806375442738881
23215,2,10,0.0043290043290042934
11177,2,11,0.0047225501770956635
3422,2,1,0.0007870916961826291
55749,2,13,0.0055096418732781816
6414,2,1,0.0007870916961826291
5446,2,1,0.0007870916961826291
4802,2,1,0.0011806375442738881
8462,2,4,0.0027548209366391463
64902,2,1,0.0007870916961826291
1571,2,1,0.0011806375442738881
10905,2,6,0.0027548209366391463
5626,2,1,0.0007870916961826291
84061,2,5,0.0023612750885477762
10894,2,1,0.0007870916961826291
8613,2,2,0.0011806375442738881
1182,2,1,0.0007870916961826291
2739,2,3,0.0015741833923652582
316,2,2,0.0011806375442738881
2819,2,4,0.001967729240456517
653689,2,2,0.0011806375442738881
4147,2,5,0.0023612750885477762
3026,2,1,0.0007870916961826291
7399,2,2,0.0011806375442738881
6744,2,14,0.005903187721369552
1829,2,6,0.0027548209366391463
8490,2,1,0.0007870916961826291
47,2,12,0.006296733569460811
4837,2,2,0.0011806375442738881
22926,2,1,0.0015741833923652582
25957,2,2,0.0011806375442738881
26057,2,12,0.006690279417552181
4939,2,3,0.0015741833923652582
64127,2,1,0.001967729240456517
59277,2,4,0.001967729240456517
8763,2,2,0.0011806375442738881
2747,2,2,0.0011806375442738881
4329,2,5,0.0023612750885477762
81611,2,8,0.0035419126328217754
5648,2,7,0.0031483667847304053
721,2,2,0.0011806375442738881
2954,2,4,0.001967729240456517
118788,2,2,0.0011806375442738881
152831,2,1,0.0007870916961826291
2260,2,1,0.0011806375442738881
1982,2,16,0.008658008658008698
8404,2,4,0.001967729240456517
6498,2,1,0.0023612750885477762
998,2,1,0.0007870916961826291
29123,2,12,0.0051160960251869225
2317,2,27,0.011019283746556474
4082,2,7,0.0031483667847304053
2180,2,1,0.0007870916961826291
481,2,15,0.007477371113734699
81494,2,2,0.0011806375442738881
6521,2,1,0.0015741833923652582
3426,2,1,0.0007870916961826291
2740,2,1,0.0011806375442738881
27075,2,1,0.0015741833923652582
1994,2,4,0.003935458480913034
81688,2,2,0.0011806375442738881
309,2,11,0.0047225501770956635
9050,2,3,0.0015741833923652582
4899,2,3,0.0031483667847304053
57153,2,1,0.0007870916961826291
119032,2,3,0.0015741833923652582
5096,2,2,0.0011806375442738881
3572,2,7,0.0031483667847304053
3977,2,2,0.0011806375442738881
90523,2,1,0.0007870916961826291
5601,2,1,0.0011806375442738881
55576,2,3,0.0023612750885477762
677,2,2,0.0011806375442738881
7171,2,23,0.009445100354191216
10808,2,24,0.009838646202282586
731,2,1,0.0007870916961826291
735,2,3,0.0015741833923652582
6927,2,1,0.0007870916961826291
34,2,5,0.0023612750885477762
710,2,5,0.0023612750885477762
6283,2,1,0.0007870916961826291
27101,2,1,0.0011806375442738881
308,2,8,0.0035419126328217754
1500,2,19,0.007870916961826069
10051,2,16,0.006690279417552181
10384,2,3,0.0
9068,2,1,0.0
3118,2,1,0.0
283820,3,7,0.5714285714285714
51768,3,1,0.09523809523809523
4149,3,1,0.1428571428571429
5412,3,2,0.23809523809523814
4609,3,2,0.38095238095238093
10216,3,1,0.09523809523809523
6898,3,2,0.1428571428571429
7337,3,1,0.19047619047619047
2130,3,1,0.1428571428571429
55107,3,1,0.09523809523809523
6425,3,5,0.0
11057,3,1,0.0
1874,3,1,0.0
3981,3,1,0.0
65124,3,4,0.0
1191,3,1,0.0
730,3,2,0.0
23316,3,2,0.0
55974,3,1,0.0
222698,3,3,0.0
100133941,3,2,0.0
4067,3,1,0.0
4360,3,1,0.0
495,3,1,0.0
9332,3,3,0.0
1776,3,2,0.0
22865,3,1,0.0
353189,3,1,0.0
10158,3,1,0.0
8309,3,3,0.0
1805,3,2,0.0
